Molecule,SMILES,zbtb11_100uM,zbtb11_30uM,zbtb11_10uM,zbtb11_3uM,zbtb11_1uM,zbtb11_300nM,zbtb11_100nM,zbtb11_30nM,zbtb11_10nM,zbtb11_3nM,ikzf1_100uM,ikzf1_30uM,ikzf1_10uM,ikzf1_3uM,ikzf1_1uM,ikzf1_300nM,ikzf1_100nM,ikzf1_30nM,ikzf1_10nM,ikzf1_3nM
JWJ-01-553,O=C1CCC(N2C(C(C=CC(NC(N3CC(C4=CC=C(OC)C=C4)CC3)=O)=C5)=C5C2)=O)C(N1)=O,91.69993446,95.87082166,95.69206936,95.75165346,101.829232,101.292975,101.4121432,100.8758863,100.5779658,100.9354704,73.23980768,86.51122966,86.8844541,98.7947046,96.78587894,101.0669828,100.1229445,103.8661661,103.1526488,103.6246679
JWJ-01-555,O=C1C2=CC=C(NC(N(CCCC3=CC=C(OC)C=C3)C4CCCC4)=O)C=C2CN1C5CCC(NC5=O)=O,72.335101,90.15074778,95.09622833,101.0546386,100.6375499,101.1738068,101.1738068,101.1738068,101.5313114,100.6375499,41.68038815,56.98259018,70.26498935,73.65694088,77.20257305,84.03038486,94.90877956,101.4621616,99.78265165,104.2942765
JWJ-01-556,O=C1C2=CC=C(NC(N(CCC3=CC=C(SC)C=C3)C4CCCC4)=O)C=C2CN1C5CCC(NC5=O)=O,91.34242984,92.17660728,93.78537806,101.1142227,101.1142227,100.9950545,100.9354704,100.9950545,101.1738068,100.9354704,77.03791521,83.73400075,87.74067488,93.28415552,94.73314453,93.64640278,103.1416716,103.4270785,102.9660366,104.206459
JWJ-01-557,O=C1C2=CC=C(NC(CN(CCCC3=CC=C(OC)C=C3)C4CCCC4)=O)C=C2CN1C5CCC(NC5=O)=O,96.91182446,90.30881755,91.07070297,94.01665989,95.48963836,99.4514425,101.2291751,101.1783828,101.3815522,101.0260057,20.93384578,23.57101971,21.18938589,24.42963448,23.66301415,25.87088069,26.31040968,38.42301088,60.30746586,79.12543953
JWJ-01-558,O=C1C2=CC=C(NC(N(CCC3=CC=C(OC)C=C3)CC)=O)C=C2CN1C4CCC(NC4=O)=O,90.41040228,100.6704592,101.0260057,101.076798,101.0260057,101.2799675,101.5339293,101.0260057,100.924421,100.9752133,78.17483032,90.2567667,90.47142039,93.12903753,97.41188977,103.2790907,101.8991741,101.8378445,102.9519993,103.0848802
JWJ-01-561,O=C1CCC(N2C(C(C=CC(NC(N3CC(CCC3)C4=CC=C(OC)C=C4)=O)=C5)=C5C2)=O)C(N1)=O,86.65176757,95.08329947,96.40390085,101.0260057,100.7720439,101.3815522,101.2291751,101.1783828,100.7720439,101.4323446,66.29732603,72.38940224,74.43372312,86.5258811,86.50543789,90.7167389,93.31302641,102.5022488,102.7373457,101.6334124
JWJ-01-562,COC1=CC=C(N2CCN(C(NC3=CC(C4)=C(C=C3)C(N4C(C(N5)=O)CCC5=O)=O)=O)CC2)C=C1,101.076798,101.6863064,85.38195855,93.71190573,98.33401056,99.70540431,101.5339293,101.1783828,101.0260057,101.2291751,93.37435604,93.91610107,93.54812331,96.93147436,96.49194538,96.84970153,102.6351296,103.2484259,102.3182599,103.2995339
JWJ-01-563,O=C1C2=CC=C(NC(CN(CC3)CCN3C4=CC=C(OC)C=C4)=O)C=C2CN1C5CCC(NC5=O)=O,94.01665989,100.9752133,101.2799675,101.1275904,101.2291751,101.6863064,101.1275904,100.7720439,101.3307599,101.1783828,38.16747077,37.94259547,41.7348107,42.55253905,42.00057241,41.87791316,48.14375664,57.02633085,74.81192248,97.07457683
JWJ-01-568,O=C1C2=CC=C(NC(NC(C3=CC=C(OC)C=C3)(C)C)=O)C=C2CN1C4CCC(NC4=O)=O,50.47033285,50.77182827,56.25904486,54.81186686,58.24891462,61.02267246,64.03762663,82.24794983,89.24264351,92.37819585,15.01017044,14.22859948,13.91797513,13.92799527,15.44103648,17.7957695,21.49320133,34.34904157,58.1168148,86.31349012
JWJ-01-569,O=C1CCC(N2C(C(C=CC(NC(N(C)CC(C)(C)C3=CC=C(OC)C=C3)=O)=C4)=C4C2)=O)C(N1)=O,97.14676647,100.0442674,91.91516761,102.8612821,100.4869411,107.4087488,103.0624975,104.9539217,102.6600668,100.5271842,89.26323775,88.0131731,95.065262,101.1431626,91.49611187,99.28961843,91.22885666,102.0397607,95.35838061,93.37551942
JWJ-01-570,O=C1CCC(N2C(C(C=CC(NC(NC3(CCCC3)C(NCC4=CC=CC=C4)=O)=O)=C5)=C5C2)=O)C(N1)=O,83.815726,87.73516643,93.16208394,99.97588037,100.5788712,99.91558128,100.5788712,100.0361795,99.79498312,100.2170767,33.65765188,37.68574835,38.01641299,49.22895019,60.67195062,80.03086203,97.61620858,101.1332779,100.712432,104.6202868
JWJ-01-571,O=C1CCC(N2C(C(C=CC(NC(NC3(CCCC3)C(NCCC4=CC=C(OC)C=C4)=O)=O)=C5)=C5C2)=O)C(N1)=O,84.3494708,93.00173045,88.73596523,99.03819067,100.1649966,101.6539901,99.7625659,104.9539217,101.2918025,102.4588515,29.98430953,33.21723537,36.88121799,44.77817818,55.14940428,76.73672776,87.6510854,97.96196355,95.11698881,96.34119006
JWJ-01-572,O=C1CCC(N2C(C(C=CC(NC(NC3(C4=CC=CC(OC5=CC=CC=C5)=C4)CCC3)=O)=C6)=C6C2)=O)C(N1)=O,64.27882296,63.61553304,63.91702846,62.71104679,62.16835504,64.03762663,73.20308731,84.05692233,90.20742885,96.17703811,22.3749737,20.03026082,19.91001914,19.69959619,22.25473201,25.93212357,32.10453011,40.60160923,60.93247427,85.73232197
JWJ-01-573,O=C1CCC(N2C(C(C=CC(NC(NC3(CCC3)C4=CC=CC5=C4C=C(OC)C=C5)=O)=C6)=C6C2)=O)C(N1)=O,45.59539619,81.61294217,80.72759467,79.72151797,84.79214455,88.85669443,88.85669443,95.81874522,101.2515594,101.2515594,40.79521355,39.4761798,41.37282963,38.34681104,39.60549684,45.90754694,49.38186458,61.54628688,73.85726848,85.19406176
JWJ-01-574,O=C1CCC(N2C(C(C=CC(NC(NC3(CCCCC3)C4=CC=C(OC)C=C4)=O)=C5)=C5C2)=O)C(N1)=O,46.48074369,52.1550163,53.68425289,54.36838505,55.29397561,67.64859753,62.09505413,71.59241821,82.25683126,95.73825908,24.00124144,23.10464334,22.51840612,21.93216891,24.10469507,25.73408969,27.82902564,38.5795817,53.75278032,80.46105833
JWJ-01-582,O=C1CCC(N2C(C(C=CC(NC(NC3(CCCC3)CNCC4=CC=CC=C4)=O)=C5)=C5C2)=O)C(N1)=O,90.50892426,90.32802701,91.29281235,92.98118669,94.66956102,96.78002894,96.84032803,98.16690786,100.397974,100.7597685,61.51364242,67.66600868,66.67401477,75.80236275,82.58599786,95.01097205,98.0170142,94.51998517,97.78655097,98.02703434
JWJ-01-583,O=C1CCC(N2C(C(C=CC(NC(NC3(CCCC3)CNCC4=CC=C(OC)C=C4)=O)=C5)=C5C2)=O)C(N1)=O,85.86589484,80.13748191,80.07718283,83.815726,92.98118669,94.85045827,98.52870236,98.0463097,100.0361795,100.458273,69.99068127,74.3294021,69.7501979,79.72023768,92.19531258,97.73645027,98.03705448,99.48997485,104.4499444,104.5701861
JWJ-01-584,O=C1CCC(N2C(C(C=CC(NC(N(C)C3(CCC3)C4=CC=C(OC)C=C4)=O)=C5)=C5C2)=O)C(N1)=O,87.37337192,89.3029426,89.12204534,91.17221418,91.4737096,93.22238302,94.30776652,100.1567776,100.5788712,99.8552822,58.1168148,53.89833565,53.12678484,55.48151785,54.57970521,61.93448832,73.17708594,82.56595757,95.76248259,99.17935049
JWJ-01-585,COC1=CC=C(C2(CCC2)NS(NC3=CC(C4)=C(C=C3)C(N4C(C(N5)=O)CCC5=O)=O)(=O)=O)C=C1,80.31837916,92.80028944,94.91075736,97.92571153,100.0361795,100.1567776,100.2773758,100.458273,99.79498312,99.79498312,73.28730749,88.67824327,94.49994489,95.31157627,101.353721,100.7324723,100.1513041,101.7344863,102.5160573,103.6783936
JWJ-01-586,O=C1CCC(N2C(C(C=CC(NC(NC3(CCC3)C4=CC=C(OC)C=C4)=O)=C5)=C5C2)=O)C(N1)=O,53.88546823,65.43522878,63.94623526,63.50356151,64.79133969,67.20592378,78.71544127,92.92124432,88.45426375,96.66384965,14.75938411,14.90594341,15.1214718,16.74224529,15.42321155,19.25099574,22.00975913,33.73450351,49.04564029,75.09009087
JWJ-01-591,O=C1C2=CC=C(NC3=C(NC4(CCC4)C5=CC=C(OC)C=C5)C(C3=O)=O)C=C2CN1C6CCC(NC6=O)=O,84.91287376,89.58106966,91.02982011,97.26749567,103.384442,96.34190511,93.08221659,101.9356916,109.0989577,96.18093283,12.57823681,17.98368881,39.03650189,65.624084,81.48697346,96.09117713,93.4186251,100.9707399,99.05684777,99.28099729
JWJ-01-594,O=C1C2=CC=CC(NC(NC3(CCC3)C4=CC=C(OC)C=C4)=O)=C2CN1C5CCC(NC5=O)=O,88.97742364,106.5636444,103.1027406,111.4732987,106.1612137,102.4186084,109.3806592,100.0442674,100.1649966,98.23332931,92.22890839,94.30660207,96.66879321,93.91865096,99.6948118,92.24615066,93.70312258,102.2639102,100.4534717,106.5227512
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
